"LURN_SAK","INCIDENT_DATE","INCIDENT_REPORTED_DATE","CATEGORY","STAT","STAT_DESC","ADDRESS","STREET","CITY","ZIP","INCIDENT_ID","REPORTING_DISTRICT","SEQ","GANG_RELATED","UNIT_ID","UNIT_NAME","LONGITUDE","LATITUDE","PART_CATEGORY"
20082385,"11/18/2022 09:40:00 AM","11/18/2022","LARCENY THEFT","085","GRAND THEFT: Auto Parts And Accessories","2000 S OLIVE ST, LOS ANGELES, CA 90015","2000 S OLIVE ST","LOS ANGELES","90015","922-01212-8736","8736","01212","NO","CA01900R5","COMMUNITY COLLEGE BUREAU",-118.268,34.031,1
20081043,"11/16/2022 08:52:00 PM","11/16/2022","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","9100 REX RD, PICO RIVERA, CA 90660","9100 REX RD","PICO RIVERA","90660","022-07090-1517","1517","07090","NO","CA0190015","PICO RIVERA",-118.098,33.975,2
20068355,"11/02/2022 03:45:00 AM","11/02/2022","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","1800 PACIFIC COAST HWY, LOMITA, CA 90717","1800 PACIFIC COAST HWY","LOMITA","90717","922-03752-1714","1714","03752","NO","CA0190017","LOMITA",-118.31,33.789,2
20077524,"11/12/2022 04:30:30 AM","11/12/2022","FEDERAL OFFENSES WITH MONEY","314","FEDERAL OFFENSES WITH MONEY: Theft Of Mail","4800 DURFEE AVE, PICO RIVERA, CA 90660","4800 DURFEE AVE","PICO RIVERA","90660","922-07014-1512","1512","07014","NO","CA0190015","PICO RIVERA",-118.078,34.002,2
20082604,"11/18/2022 04:50:00 PM","11/18/2022","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","29300 THE OLD ROAD, CASTAIC, CA 91384","29300 THE OLD ROAD","CASTAIC","91384","922-00480-5630","5630","00480","NO","CA0190030","PDC - NORTH",-118.613,34.45,2
20081504,"11/17/2022 10:45:00 AM","11/17/2022","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","18900 SOLEDAD CYN RD, CANYON COUNTRY, CA","18900 SOLEDAD CYN RD","CANYON COUNTRY",,"922-16267-0613","0613","16267","NO","CA0190006","SANTA CLARITA VALLEY",-118.466,34.414,2
20073429,"11/07/2022 08:30:00 PM","11/07/2022","LARCENY THEFT","385","THEFT, PETTY: Auto Parts And Accessories","30800 AGOURA RD, AGOURA HILLS, CA","30800 AGOURA RD","AGOURA HILLS",,"922-06241-2224","2224","06241","NO","CA0190022","MALIBU/LOST HILLS",-118.794,34.143,1
20077337,"11/11/2022 10:42:00 AM","11/12/2022","LARCENY THEFT","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","20300 PACIFIC COAST HWY, MALIBU, CA","20300 PACIFIC COAST HWY","MALIBU",,"922-06318-1017","1017","06318","NO","CA0190022","MALIBU/LOST HILLS",-118.617,34.037,1
20073566,"11/08/2022 03:11:00 AM","11/08/2022","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","88TH ST AND BUDLONG AVE, LOS ANGELES, CA","88TH ST AND BUDLONG AVE","LOS ANGELES",,"922-09488-0370","0370","09488","NO","CA0190003","SOUTH LOS ANGELES",-118.295,33.957,2
20079298,"11/14/2022 03:30:00 AM","11/14/2022","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","8200 WALNUT DR, LOS ANGELES, CA","8200 WALNUT DR","LOS ANGELES",,"922-17269-2174","2174","17269","NO","CA01900V3","CENTURY",-118.239,33.963,1
20067454,"11/01/2022 04:30:00 AM","11/01/2022","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","9000 WASHINGTON BLVD, PICO RIVERA, CA 90660","9000 WASHINGTON BLVD","PICO RIVERA","90660","922-06780-1515","1515","06780","NO","CA0190015","PICO RIVERA",-118.094,33.982,1
20086471,"11/20/2022 11:30:00 AM","11/23/2022","VANDALISM","263","VANDALISM FELONY","16600 EUREKA AVE, PARAMOUNT, CA 90723","16600 EUREKA AVE","PARAMOUNT","90723","922-23105-1368","1368","23105","NO","CA0190013","LAKEWOOD",-118.16,33.882,2
20084241,"11/21/2022 06:49:30 AM","11/21/2022","LARCENY THEFT","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","8800 ALONDRA BLVD, PARAMOUNT, CA 90723","8800 ALONDRA BLVD","PARAMOUNT","90723","922-22947-1369","1369","22947","NO","CA0190013","LAKEWOOD",-118.144,33.889,1
20087692,"11/25/2022 06:30:00 PM","11/25/2022","LARCENY THEFT","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","2800 W AVENUE L, LANCASTER, CA","2800 W AVENUE L","LANCASTER",,"922-20152-1192","1192","20152","NO","CA0190024","LANCASTER",-118.182,34.659,1
20079947,"11/15/2022 01:32:30 AM","11/15/2022","LARCENY THEFT","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","4600 CARLIN AVE, LYNWOOD, CA","4600 CARLIN AVE","LYNWOOD",,"922-17318-2115","2115","17318","NO","CA01900V3","CENTURY",-118.19,33.908,1
20080023,"11/15/2022 04:00:00 PM","11/15/2022","BURGLARY","066","BURGLARY, RESIDENCE: Day, Attempt","12600 COMPTON AVE, COMPTON, CA 90222","12600 COMPTON AVE","COMPTON","90222","922-17320-2132","2132","17320","NO","CA01900V3","CENTURY",-118.245,33.917,1
20086741,"11/24/2022 12:30:00 AM","11/24/2022","VANDALISM","263","VANDALISM FELONY","8800 ALONDRA BLVD, PARAMOUNT, CA 90723","8800 ALONDRA BLVD","PARAMOUNT","90723","922-23122-1369","1369","23122","NO","CA0190013","LAKEWOOD",-118.143,33.889,2
20071680,"11/05/2022 01:40:00 PM","11/05/2022","FELONIES MISCELLANEOUS","339","FELONIES, MISCELLANEOUS: All Other Felonies","19000 SOLEDAD CYN RD, CANYON COUNTRY, CA","19000 SOLEDAD CYN RD","CANYON COUNTRY",,"922-15717-0612","0612","15717","NO","CA0190006","SANTA CLARITA VALLEY",-118.467,34.415,2
20070061,"11/03/2022 06:00:00 PM","11/03/2022","WEAPON LAWS","151","WEAPON LAWS: Felony","2200 ATLANTIC BLVD, COMMERCE, CA","2200 ATLANTIC BLVD","COMMERCE",,"022-16539-0244","0244","16539","YES","CA0190002","EAST LOS ANGELES",-118.164,34.005,2
20068459,"11/02/2022 07:30:00 AM","11/02/2022","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","1400 FARMSTEAD AVE, HACIENDA HEIGHTS, CA 91745","1400 FARMSTEAD AVE","HACIENDA HEIGHTS","91745","022-01297-3614","3614","01297","NO","CA0190036","NARCOTICS BUREAU",-117.968,34.005,1
20071084,"11/04/2022 02:30:00 PM","11/04/2022","NARCOTICS","184","Felony Possession of a Controlled Substance (excluding Marijuana)","11700 S ALAMEDA ST, LYNWOOD, CA 90262","11700 S ALAMEDA ST","LYNWOOD","90262","922-02113-5700","5700","02113","NO","CA0190053","CRDF",-118.226,33.927,2
20069465,"11/03/2022 07:25:00 AM","11/03/2022","MISDEMEANORS MISCELLANEOUS","391","MISDEMEANORS, MISCELLANEOUS: Trespassing","KATELLA AVE AND LEWIS ST, ANAHEIM, CA","KATELLA AVE AND LEWIS ST","ANAHEIM",,"922-00813-6313","6313","00813","NO","CA01900V6","METROLINK BUREAU",,,2
20067387,"10/31/2022 09:45:00 PM","11/01/2022","AGGRAVATED ASSAULT","051","ASSAULT, AGGRAVATED: ADW - GUN","2000 E 88TH ST, LOS ANGELES, CA 90002","2000 E 88TH ST","LOS ANGELES","90002","022-16512-2175","2175","16512","NO","CA01900V3","CENTURY",-118.235,33.956,1
20088050,"11/26/2022 12:11:04 PM","11/26/2022","LARCENY THEFT","083","GRAND THEFT: Shoplifting (From Dept Store, Mkt Gas Sta)",,,,,"922-15264-2825","2825","15264","NO","CA0190042","COMPTON",,,1
20083604,"11/20/2022 02:15:00 AM","11/20/2022","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","22200 S MEYLER ST, TORRANCE, CA","22200 S MEYLER ST","TORRANCE",,"922-11742-1697","1697","11742","NO","CA0190016","CARSON",-118.294,33.825,1
20069238,"11/02/2022 07:09:00 PM","11/02/2022","LARCENY THEFT","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","10700 ALONDRA BLVD, NORWALK, CA 90650","10700 ALONDRA BLVD","NORWALK","90650","922-13305-0455","0455","13305","NO","CA0190004","NORWALK",-118.105,33.887,1
20075517,"11/09/2022 07:00:00 PM","11/10/2022","VANDALISM","263","VANDALISM FELONY","44500 12TH ST W, LANCASTER, CA","44500 12TH ST W","LANCASTER",,"922-19331-1126","1126","19331","NO","CA0190024","LANCASTER",-118.152,34.691,2
20067938,"11/01/2022 04:00:00 PM","11/01/2022","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","3900 OLEANDER CT, CALABASAS, CA 91302","3900 OLEANDER CT","CALABASAS","91302","022-06127-2242","2242","06127","NO","CA0190022","MALIBU/LOST HILLS",-118.706,34.129,2
20075881,"11/06/2022 01:15:00 AM","11/10/2022","NARCOTICS","184","Felony Possession of a Controlled Substance (excluding Marijuana)",,,,,"922-80028-5100","5100","80028","NO","CA0190058","MEN'S CENTRAL JAIL",,,2
20067499,"10/31/2022 12:00:00 PM","11/01/2022","LARCENY THEFT","385","THEFT, PETTY: Auto Parts And Accessories","1000 W 6TH ST, SAN PEDRO, CA 90731","1000 W 6TH ST","SAN PEDRO","90731","922-03743-1750","1750","03743","NO","CA0190017","LOMITA",-118.3,33.738,1
20076360,"11/03/2022 03:00:00 PM","11/10/2022","VANDALISM","263","VANDALISM FELONY","3000 DEL MAR AVE, ROSEMEAD, CA 91770","3000 DEL MAR AVE","ROSEMEAD","91770","922-12831-0532","0532","12831","NO","CA0190005","TEMPLE",-118.099,34.063,2
20076306,"11/10/2022 08:34:49 PM","11/10/2022","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","1800 W 131ST ST, COMPTON, CA","1800 W 131ST ST","COMPTON",,"922-14677-2812","2812","14677","NO","CA0190042","COMPTON",-118.252,33.912,1
20070832,"11/03/2022 11:30:00 AM","11/04/2022","LARCENY THEFT","387","THEFT, PETTY: From Bldgs (Church, School, Restaurant)","8700 SANTA MONICA BLVD, WEST HOLLYWOOD, CA","8700 SANTA MONICA BLVD","WEST HOLLYWOOD",,"922-06857-0977","0977","06857","NO","CA0190009","WEST HOLLYWOOD",-118.38,34.086,1
20072008,"11/06/2022 02:15:00 AM","11/06/2022","NON-AGGRAVATED ASSAULTS","145","ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer","700 N SAN VICENTE BLVD, WEST HOLLYWOOD, CA","700 N SAN VICENTE BLVD","WEST HOLLYWOOD",,"922-06878-0971","0971","06878","NO","CA0190009","WEST HOLLYWOOD",-118.383,34.084,2
20072714,"11/07/2022 02:30:00 AM","11/07/2022","AGGRAVATED ASSAULT","050","ASSAULT, AGGRAVATED: DOMESTIC VIOLENCE","LARRABE ST AND CYNTHIA AVE, WEST HOLLYWOOD, CA 90069","LARRABE ST AND CYNTHIA AVE","WEST HOLLYWOOD","90069","022-06901-0977","0977","06901","NO","CA0190009","WEST HOLLYWOOD",-118.384,34.087,1
20072700,"11/07/2022 01:37:30 AM","11/07/2022","AGGRAVATED ASSAULT","054","ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.","8400 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90069","8400 SANTA MONICA BLVD","WEST HOLLYWOOD","90069","022-06899-0976","0976","06899","NO","CA0190009","WEST HOLLYWOOD",-118.374,34.09,1
20071837,"11/05/2022 08:40:00 PM","11/05/2022","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","100 UNIVERSAL CITY PLZ, UNIVERSAL CITY, CA 91608","100 UNIVERSAL CITY PLZ","UNIVERSAL CITY","91608","022-06873-0980","0980","06873","NO","CA0190009","WEST HOLLYWOOD",-118.358,34.138,2
20072741,"11/07/2022 12:30:00 AM","11/07/2022","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","9000 BEVERLY BLVD, WEST HOLLYWOOD, CA 90048","9000 BEVERLY BLVD","WEST HOLLYWOOD","90048","922-06902-0972","0972","06902","NO","CA0190009","WEST HOLLYWOOD",-118.387,34.077,1
20083644,"11/19/2022 12:15:00 AM","11/20/2022","VANDALISM","264","VANDALISM: Graffiti/Tagging","30300 ARLINGTON RD, VAL VERDE, CA 91384","30300 ARLINGTON RD","VAL VERDE","91384","922-16384-0693","0693","16384","NO","CA0190006","SANTA CLARITA VALLEY",-118.664,34.446,2
20083144,"11/19/2022 12:00:00 PM","11/19/2022","OFFENSES AGAINST FAMILY","175","OFFENSES AGAINST FAMILY: Domestic Violence (Other than Phys Assault)","5800 DAGWOOD AVE, LAKEWOOD, CA 90713","5800 DAGWOOD AVE","LAKEWOOD","90713","022-22854-1322","1322","22854","NO","CA0190013","LAKEWOOD",-118.132,33.861,2
20080596,"11/12/2022 08:00:00 AM","11/16/2022","GRAND THEFT AUTO","097","GRAND THEFT VEHICLE (GTA): Other Veh (Snowmobile, Golf Cart, Etc)","5600 W AVENUE A, LANCASTER, CA","5600 W AVENUE A","LANCASTER",,"922-19681-1186","1186","19681","NO","CA0190024","LANCASTER",-118.23,34.818,1
20068795,"10/30/2022 03:00:00 AM","11/02/2022","BURGLARY","062","BURGLARY, RESIDENCE: Night, Entry No Force","3300 ALMA AVE, LYNWOOD, CA 90262","3300 ALMA AVE","LYNWOOD","90262","022-16603-2112","2112","16603","NO","CA01900V3","CENTURY",-118.211,33.935,1
20081436,"11/17/2022 10:20:00 AM","11/17/2022","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","1200 SAN GABRIEL BLVD, ROSEMEAD, CA 91770","1200 SAN GABRIEL BLVD","ROSEMEAD","91770","922-13111-0535","0535","13111","NO","CA0190005","TEMPLE",-118.088,34.042,2
20083851,"11/20/2022 05:00:00 PM","11/20/2022","VEHICLE / BOATING LAWS","252","VEHICLE AND BOATING LAWS: Felony","VALLEY CENTRAL WAY AND AVENUE J, LANCASTER, CA","VALLEY CENTRAL WAY AND AVENUE J","LANCASTER",,"922-19900-1127","1127","19900","NO","CA0190024","LANCASTER",-118.172,34.689,2
20077236,"11/12/2022 03:15:00 AM","11/12/2022","FELONIES MISCELLANEOUS","330","FELONIES, MISCELLANEOUS: Embezzlement, Felony","45200 KINGTREE AVE, LANCASTER, CA","45200 KINGTREE AVE","LANCASTER",,"922-19467-1121","1121","19467","NO","CA0190024","LANCASTER",-118.15,34.705,2
20079338,"11/15/2022 12:52:02 AM","11/15/2022","NARCOTICS","181","Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)","DEL AMO BLVD AND VERMONT AVE, TORRANCE, CA 90502","DEL AMO BLVD AND VERMONT AVE","TORRANCE","90502","922-11526-1694","1694","11526","NO","CA0190016","CARSON",-118.29,33.846,2
20081652,"11/17/2022 03:18:00 PM","11/17/2022","LARCENY THEFT","083","GRAND THEFT: Shoplifting (From Dept Store, Mkt Gas Sta)","2000 PACIFIC COAST HWY, LOMITA, CA","2000 PACIFIC COAST HWY","LOMITA",,"922-03928-1714","1714","03928","NO","CA0190017","LOMITA",-118.314,33.789,1
20083788,"11/20/2022 03:12:00 PM","11/20/2022","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","CLARK AVE AND HARDWICK ST, LAKEWOOD, CA 90712","CLARK AVE AND HARDWICK ST","LAKEWOOD","90712","022-22913-1321","1321","22913","NO","CA0190013","LAKEWOOD",-118.133,33.85,2
20078731,"11/14/2022 11:18:00 AM","11/14/2022","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","44200 10TH ST W, LANCASTER, CA","44200 10TH ST W","LANCASTER",,"922-19571-1123","1123","19571","NO","CA0190024","LANCASTER",-118.146,34.686,1
20077262,"11/12/2022 04:45:00 AM","11/12/2022","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","LYCOMING ST AND PENARTH AVE, DIAMOND BAR, CA 91765","LYCOMING ST AND PENARTH AVE","DIAMOND BAR","91765","922-08329-2928","2928","08329","NO","CA0190020","WALNUT",-117.848,34.002,2
20068516,"11/02/2022 02:30:00 AM","11/02/2022","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","15700 S FIGUEROA ST, GARDENA, CA 90248","15700 S FIGUEROA ST","GARDENA","90248","922-14230-2871","2871","14230","NO","CA0190042","COMPTON",-118.282,33.887,1
20071442,"11/05/2022 03:18:00 AM","11/05/2022","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","4800 PARAMOUNT BLVD, LAKEWOOD, CA 90712","4800 PARAMOUNT BLVD","LAKEWOOD","90712","922-21886-1320","1320","21886","NO","CA0190013","LAKEWOOD",-118.16,33.846,1
20072411,"11/06/2022 02:30:00 PM","11/06/2022","MISDEMEANORS MISCELLANEOUS","399","MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors","1000 AVALON CANYON RD, AVALON, CA 90704","1000 AVALON CANYON RD","AVALON","90704","922-00397-1810","1810","00397","NO","CA0190018","AVALON",,,2
20073168,"11/07/2022 03:15:00 PM","11/07/2022","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","LANDLUCE AVE AND MEADOW PASS RD, WALNUT, CA","LANDLUCE AVE AND MEADOW PASS RD","WALNUT",,"922-08205-2914","2914","08205","NO","CA0190020","WALNUT",-117.861,34.032,2
20080778,"11/16/2022 03:58:00 PM","11/16/2022","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","27200 CAMP PLENTY RD, CANYON COUNTRY, CA","27200 CAMP PLENTY RD","CANYON COUNTRY",,"922-16216-0612","0612","16216","NO","CA0190006","SANTA CLARITA VALLEY",-118.475,34.417,2
20081739,"11/17/2022 05:11:00 PM","11/17/2022","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","PINE ST AND 12TH ST, NEWHALL, CA","PINE ST AND 12TH ST","NEWHALL",,"922-16278-0626","0626","16278","NO","CA0190006","SANTA CLARITA VALLEY",-118.529,34.383,2
20079132,"11/14/2022 06:22:00 PM","11/14/2022","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","SIERRA HWY AND SIERRA CROSS, CANYON COUNTRY, CA","SIERRA HWY AND SIERRA CROSS","CANYON COUNTRY",,"922-16120-0631","0631","16120","NO","CA0190006","SANTA CLARITA VALLEY",-118.444,34.429,2
20073863,"10/31/2022 11:59:30 AM","11/08/2022","FELONIES MISCELLANEOUS","339","FELONIES, MISCELLANEOUS: All Other Felonies","26200 W VALENCIA BLVD, VALENCIA, CA","26200 W VALENCIA BLVD","VALENCIA",,"922-15844-0667","0667","15844","NO","CA0190006","SANTA CLARITA VALLEY",,,2
20076554,"11/11/2022 06:20:00 AM","11/11/2022","GRAND THEFT AUTO","093","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","99TH ST AND NORMANDIE AVE, LOS ANGELES, CA","99TH ST AND NORMANDIE AVE","LOS ANGELES",,"922-09601-0371","0371","09601","NO","CA0190003","SOUTH LOS ANGELES",-118.3,33.945,1
20068941,"11/02/2022 04:04:30 PM","11/02/2022","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","100 S TOPANGA CYN, TOPANGA, CA 90290","100 S TOPANGA CYN","TOPANGA","90290","922-06147-1035","1035","06147","NO","CA0190022","MALIBU/LOST HILLS",-118.603,34.088,2
20069213,"11/02/2022 07:36:00 PM","11/02/2022","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","18600 PACIFIC COAST HWY, MALIBU, CA 90265","18600 PACIFIC COAST HWY","MALIBU","90265","922-06153-1018","1018","06153","NO","CA0190022","MALIBU/LOST HILLS",-118.581,34.039,2
20080877,"11/14/2022 07:30:00 PM","11/16/2022","LARCENY THEFT","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","24000 BRIDGEPORT LN, VALENCIA, CA","24000 BRIDGEPORT LN","VALENCIA",,"922-16223-0642","0642","16223","NO","CA0190006","SANTA CLARITA VALLEY",-118.561,34.426,1
20082867,"11/18/2022 10:30:00 PM","11/19/2022","LARCENY THEFT","387","THEFT, PETTY: From Bldgs (Church, School, Restaurant)","27900 KELLY JOHNSON PKWY, VALENCIA, CA 91355","27900 KELLY JOHNSON PKWY","VALENCIA","91355","922-16353-0645","0645","16353","NO","CA0190006","SANTA CLARITA VALLEY",-118.575,34.444,1
20083700,"11/20/2022 03:00:00 AM","11/20/2022","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","9300 DE ADALENA ST, ROSEMEAD, CA 91770","9300 DE ADALENA ST","ROSEMEAD","91770","922-13223-0531","0531","13223","NO","CA0190005","TEMPLE",-118.066,34.076,1
20082558,"11/18/2022 11:45:00 AM","11/18/2022","LARCENY THEFT","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","26500 BOUQUET CANYON RD, VALENCIA, CA 91355","26500 BOUQUET CANYON RD","VALENCIA","91355","922-16325-0644","0644","16325","NO","CA0190006","SANTA CLARITA VALLEY",-118.536,34.427,1
20080741,"11/01/2022 03:30:00 PM","11/16/2022","GRAND THEFT AUTO","090","GRAND THEFT VEHICLE (GTA): Cargo/Vehicle, laden with freight","9900 BEVERLY BLVD, PICO RIVERA, CA 90660","9900 BEVERLY BLVD","PICO RIVERA","90660","922-07082-1516","1516","07082","NO","CA0190015","PICO RIVERA",-118.065,34.006,1
20079890,"11/11/2022 07:00:00 PM","11/15/2022","LARCENY THEFT","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","13500 EDGEFIELD ST, CERRITOS, CA 90703","13500 EDGEFIELD ST","CERRITOS","90703","922-04540-2316","2316","04540","NO","CA01900R7","CERRITOS",-118.042,33.86,1
20081349,"11/14/2022 04:13:00 PM","11/17/2022","FELONIES MISCELLANEOUS","339","FELONIES, MISCELLANEOUS: All Other Felonies","3000 FULLERTON RD, ROWLAND HEIGHTS, CA","3000 FULLERTON RD","ROWLAND HEIGHTS",,"922-08477-2933","2933","08477","NO","CA0190020","WALNUT",-117.916,33.966,2
20081927,"11/17/2022 09:13:00 PM","11/17/2022","BURGLARY","063","BURGLARY, RESIDENCE: Night, Attempt","22700 SPARROW DELL DR, CALABASAS, CA 91302","22700 SPARROW DELL DR","CALABASAS","91302","922-06416-2248","2248","06416","NO","CA0190022","MALIBU/LOST HILLS",-118.623,34.14,1
20078011,"11/10/2022 10:00:00 AM","11/13/2022","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","13200 ARABELLA ST, CERRITOS, CA 90703","13200 ARABELLA ST","CERRITOS","90703","922-04515-2316","2316","04515","NO","CA01900R7","CERRITOS",-118.049,33.863,1
20080630,"11/10/2022 09:00:00 PM","11/16/2022","LARCENY THEFT","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","20900 PACIFIC COAST HWY, MALIBU, CA 90265","20900 PACIFIC COAST HWY","MALIBU","90265","922-06393-1017","1017","06393","NO","CA0190022","MALIBU/LOST HILLS",-118.631,34.037,1
20081187,"11/17/2022 04:26:00 AM","11/17/2022","BURGLARY","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","1600 AZUSA AVE, HACIENDA HEIGHTS, CA 91745","1600 AZUSA AVE","HACIENDA HEIGHTS","91745","922-12958-1472","1472","12958","NO","CA0190014","INDUSTRY",-117.932,33.991,1
20072686,"11/07/2022 01:50:00 AM","11/07/2022","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","1200 59TH PL, LOS ANGELES, CA 90001","1200 59TH PL","LOS ANGELES","90001","022-16854-2170","2170","16854","NO","CA01900V3","CENTURY",-118.252,33.986,1
20072973,"11/07/2022 10:00:00 AM","11/07/2022","LARCENY THEFT","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","6000 COMPTON AVE, LOS ANGELES, CA","6000 COMPTON AVE","LOS ANGELES",,"922-16874-2170","2170","16874","NO","CA01900V3","CENTURY",-118.247,33.985,1
20071596,"11/01/2022 06:30:00 AM","11/05/2022","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","11400 216TH ST, LAKEWOOD, CA 90715","11400 216TH ST","LAKEWOOD","90715","922-21900-1327","1327","21900","NO","CA0190013","LAKEWOOD",-118.089,33.833,2
20069325,"11/02/2022 11:37:00 PM","11/03/2022","BURGLARY","062","BURGLARY, RESIDENCE: Night, Entry No Force","3900 CHEVY CHASE DR, LA CANADA FLINTRIDGE, CA 91011","3900 CHEVY CHASE DR","LA CANADA FLINTRIDGE","91011","922-02126-1264","1264","02126","NO","CA0190012","CRESCENTA VALLEY",-118.197,34.188,1
20078219,"11/13/2022 03:40:00 PM","11/13/2022","LIQUOR LAWS","198","LIQUOR LAWS: All Other Liquor Law Violations","11700 S ALAMEDA ST, LYNWOOD, CA 90262","11700 S ALAMEDA ST","LYNWOOD","90262","922-02168-5700","5700","02168","NO","CA0190053","CRDF",-118.226,33.927,2
20080256,"11/16/2022 12:42:30 AM","11/16/2022","LARCENY THEFT","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","DOHENY DR AND MELROSE AVE, WEST HOLLYWOOD, CA 90069","DOHENY DR AND MELROSE AVE","WEST HOLLYWOOD","90069","922-07086-0972","0972","07086","NO","CA0190009","WEST HOLLYWOOD",-118.389,34.08,1
20072894,"11/03/2022 09:54:00 AM","11/07/2022","LARCENY THEFT","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","26300 THOUSAND OAKS BLVD, CALABASAS, CA 91302","26300 THOUSAND OAKS BLVD","CALABASAS","91302","922-06229-2243","2243","06229","NO","CA0190022","MALIBU/LOST HILLS",-118.701,34.16,1
20074252,"11/08/2022 06:16:00 PM","11/08/2022","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","EL SEGUNDO BLVD AND WESTERN AVE, LOS ANGELES, CA","EL SEGUNDO BLVD AND WESTERN AVE","LOS ANGELES",,"922-09519-0377","0377","09519","NO","CA0190003","SOUTH LOS ANGELES",-118.309,33.916,2
20069069,"10/27/2022 03:15:00 PM","11/02/2022","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","4700 ROSEMONT AVE, LA CRESCENTA, CA","4700 ROSEMONT AVE","LA CRESCENTA",,"022-02125-1286","1286","02125","NO","CA0190012","CRESCENTA VALLEY",-118.235,34.225,2
20071482,"11/02/2022 02:50:00 PM","11/05/2022","LARCENY THEFT","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","500 RICHBURN AVE, EAST VALINDA, CA","500 RICHBURN AVE","EAST VALINDA",,"922-12502-1443","1443","12502","NO","CA0190014","INDUSTRY",-117.894,34.009,1
20072516,"11/06/2022 07:20:00 PM","11/06/2022","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","40TH ST E AND AVENUE S, PALMDALE, CA","40TH ST E AND AVENUE S","PALMDALE",,"922-15049-2603","2603","15049","NO","CA01900W9","PALMDALE",-118.058,34.558,2
