YEAR,STATE,RATE,DEATHS,URL
2020,AL,11.2,706,/nchs/pressroom/states/alabama/al.htm
2020,AK,8.4,55,/nchs/pressroom/states/alaska/ak.htm
2020,AZ,11.5,1131,/nchs/pressroom/states/arizona/az.htm
2020,AR,10.9,423,/nchs/pressroom/states/arkansas/ar.htm
2020,CA,13.2,6086,/nchs/pressroom/states/california/ca.htm
2020,CO,6.7,421,/nchs/pressroom/states/colorado/co.htm
2020,CT,7.5,390,/nchs/pressroom/states/connecticut/ct.htm
2020,DE,7.9,108,/nchs/pressroom/states/delaware/de.htm
2020,FL,9.3,3188,/nchs/pressroom/states/florida/fl.htm
2020,GA,12.2,1412,/nchs/pressroom/states/georgia/ga.htm
2020,HI,7.2,157,/nchs/pressroom/states/hawaii/hi.htm
2020,ID,8,169,/nchs/pressroom/states/idaho/id.htm
2020,IL,9.9,1583,/nchs/pressroom/states/illinois/il.htm
2020,IN,11.3,930,/nchs/pressroom/states/indiana/in.htm
2020,IA,12,530,/nchs/pressroom/states/iowa/ia.htm
2020,KS,9.2,352,/nchs/pressroom/states/kansas/ks.htm
2020,KY,8.1,447,/nchs/pressroom/states/kentucky/ky.htm
2020,LA,8,436,/nchs/pressroom/states/louisiana/la.htm
2020,ME,7.3,156,/nchs/pressroom/states/maine/me.htm
2020,MD,10.5,790,/nchs/pressroom/states/maryland/md.htm
2020,MA,8,753,/nchs/pressroom/states/massachusetts/ma.htm
2020,MI,9.2,1226,/nchs/pressroom/states/michigan/mi.htm
2020,MN,11.3,841,/nchs/pressroom/states/minnesota/mn.htm
2020,MS,18,643,/nchs/pressroom/states/mississippi/ms.htm
2020,MO,7.2,577,/nchs/pressroom/states/missouri/mo.htm
2020,MT,6.5,99,/nchs/pressroom/states/montana/mt.htm
2020,NE,14.2,356,/nchs/pressroom/states/nebraska/ne.htm
2020,NV,10.4,375,/nchs/pressroom/states/nevada/nv.htm
2020,NH,7.2,138,/nchs/pressroom/states/newhampshire/nh.htm
2020,NJ,8.9,1063,/nchs/pressroom/states/newjersey/nj.htm
2020,NM,6.1,167,/nchs/pressroom/states/newmexico/nm.htm
2020,NY,11.8,3136,/nchs/pressroom/states/newyork/ny.htm
2020,NC,9.5,1239,/nchs/pressroom/states/northcarolina/nc.htm
2020,ND,9.6,96,/nchs/pressroom/states/northdakota/nd.htm
2020,OH,9.9,1545,/nchs/pressroom/states/ohio/oh.htm
2020,OK,8.4,402,/nchs/pressroom/states/oklahoma/ok.htm
2020,OR,12,672,/nchs/pressroom/states/oregon/or.htm
2020,PA,7.4,1419,/nchs/pressroom/states/pennsylvania/pa.htm
2020,RI,6.9,107,/nchs/pressroom/states/rhodeisland/ri.htm
2020,SC,9.9,667,/nchs/pressroom/states/southcarolina/sc.htm
2020,SD,10.5,127,/nchs/pressroom/states/southdakota/sd.htm
2020,TN,12.2,1027,/nchs/pressroom/states/tennessee/tn.htm
2020,TX,9.3,2682,/nchs/pressroom/states/texas/tx.htm
2020,UT,8.7,234,/nchs/pressroom/states/utah/ut.htm
2020,VT,9.1,83,/nchs/pressroom/states/vermont/vt.htm
2020,VA,8.5,874,/nchs/pressroom/states/virginia/va.htm
2020,WA,9.5,849,/nchs/pressroom/states/washington/wa.htm
2020,WV,12.1,312,/nchs/pressroom/states/westvirginia/wv.htm
2020,WI,7.3,568,/nchs/pressroom/states/wisconsin/wi.htm
2020,WY,6.8,51,/nchs/pressroom/states/wyoming/wy.htm
2019,AL,10.3,624,/nchs/pressroom/states/alabama/al.htm
2019,AK,8.7,55,/nchs/pressroom/states/alaska/ak.htm
2019,AZ,10.7,1010,/nchs/pressroom/states/arizona/az.htm
2019,AR,9.5,363,/nchs/pressroom/states/arkansas/ar.htm
2019,CA,12.2,5598,/nchs/pressroom/states/california/ca.htm
2019,CO,6.7,406,/nchs/pressroom/states/colorado/co.htm
2019,CT,6.2,330,/nchs/pressroom/states/connecticut/ct.htm
2019,DE,6.9,93,/nchs/pressroom/states/delaware/de.htm
2019,FL,8.2,2740,/nchs/pressroom/states/florida/fl.htm
2019,GA,10.5,1183,/nchs/pressroom/states/georgia/ga.htm
2019,HI,7.1,155,/nchs/pressroom/states/hawaii/hi.htm
2019,ID,6.1,125,/nchs/pressroom/states/idaho/id.htm
2019,IL,8,1283,/nchs/pressroom/states/illinois/il.htm
2019,IN,10.4,860,/nchs/pressroom/states/indiana/in.htm
2019,IA,9.4,407,/nchs/pressroom/states/iowa/ia.htm
2019,KS,7.4,280,/nchs/pressroom/states/kansas/ks.htm
2019,KY,7.1,378,/nchs/pressroom/states/kentucky/ky.htm
2019,LA,5.8,311,/nchs/pressroom/states/louisiana/la.htm
2019,ME,5.8,120,/nchs/pressroom/states/maine/me.htm
2019,MD,8.3,612,/nchs/pressroom/states/maryland/md.htm
2019,MA,7.6,700,/nchs/pressroom/states/massachusetts/ma.htm
2019,MI,8.1,1068,/nchs/pressroom/states/michigan/mi.htm
2019,MN,9.5,705,/nchs/pressroom/states/minnesota/mn.htm
2019,MS,13.7,484,/nchs/pressroom/states/mississippi/ms.htm
2019,MO,5.9,472,/nchs/pressroom/states/missouri/mo.htm
2019,MT,5.7,85,/nchs/pressroom/states/montana/mt.htm
2019,NE,11.8,294,/nchs/pressroom/states/nebraska/ne.htm
2019,NV,10.5,363,/nchs/pressroom/states/nevada/nv.htm
2019,NH,5.5,106,/nchs/pressroom/states/newhampshire/nh.htm
2019,NJ,7.6,893,/nchs/pressroom/states/newjersey/nj.htm
