YEAR,STATE,RATE,DEATHS,URL
2020,AL,59.6,3006,/nchs/pressroom/states/alabama/al.htm
2020,AK,65.5,464,/nchs/pressroom/states/alaska/ak.htm
2020,AZ,69.1,5398,/nchs/pressroom/states/arizona/az.htm
2020,AR,58,1824,/nchs/pressroom/states/arkansas/ar.htm
2020,CA,44.1,18357,/nchs/pressroom/states/california/ca.htm
2020,CO,60.5,3647,/nchs/pressroom/states/colorado/co.htm
2020,CT,63.5,2447,/nchs/pressroom/states/connecticut/ct.htm
2020,DE,70.9,722,/nchs/pressroom/states/delaware/de.htm
2020,FL,67.7,16135,/nchs/pressroom/states/florida/fl.htm
2020,GA,50.8,5517,/nchs/pressroom/states/georgia/ga.htm
2020,HI,39.4,654,/nchs/pressroom/states/hawaii/hi.htm
2020,ID,50.8,967,/nchs/pressroom/states/idaho/id.htm
2020,IL,53.4,7170,/nchs/pressroom/states/illinois/il.htm
2020,IN,66.9,4580,/nchs/pressroom/states/indiana/in.htm
2020,IA,45.7,1647,/nchs/pressroom/states/iowa/ia.htm
2020,KS,53.4,1698,/nchs/pressroom/states/kansas/ks.htm
2020,KY,87.5,3950,/nchs/pressroom/states/kentucky/ky.htm
2020,LA,79.4,3711,/nchs/pressroom/states/louisiana/la.htm
2020,ME,76.9,1149,/nchs/pressroom/states/maine/me.htm
2020,MD,44.4,2948,/nchs/pressroom/states/maryland/md.htm
2020,MA,54.3,4081,/nchs/pressroom/states/massachusetts/ma.htm
2020,MI,56.8,6097,/nchs/pressroom/states/michigan/mi.htm
2020,MN,52.6,3319,/nchs/pressroom/states/minnesota/mn.htm
2020,MS,73,2210,/nchs/pressroom/states/mississippi/ms.htm
2020,MO,68.4,4418,/nchs/pressroom/states/missouri/mo.htm
2020,MT,61.9,729,/nchs/pressroom/states/montana/mt.htm
2020,NE,42.3,903,/nchs/pressroom/states/nebraska/ne.htm
2020,NV,53.5,1761,/nchs/pressroom/states/nevada/nv.htm
2020,NH,58.1,872,/nchs/pressroom/states/newhampshire/nh.htm
2020,NJ,50.3,4761,/nchs/pressroom/states/newjersey/nj.htm
2020,NM,85.5,1853,/nchs/pressroom/states/newmexico/nm.htm
2020,NY,41.7,8756,/nchs/pressroom/states/newyork/ny.htm
2020,NC,67.1,7379,/nchs/pressroom/states/northcarolina/nc.htm
2020,ND,51.9,430,/nchs/pressroom/states/northdakota/nd.htm
2020,OH,78.2,9436,/nchs/pressroom/states/ohio/oh.htm
2020,OK,62,2628,/nchs/pressroom/states/oklahoma/ok.htm
2020,OR,52,2458,/nchs/pressroom/states/oregon/or.htm
2020,PA,69,9565,/nchs/pressroom/states/pennsylvania/pa.htm
2020,RI,65.6,787,/nchs/pressroom/states/rhodeisland/ri.htm
2020,SC,77.8,4184,/nchs/pressroom/states/southcarolina/sc.htm
2020,SD,58.5,569,/nchs/pressroom/states/southdakota/sd.htm
