YEAR,STATE,RATE,DEATHS,URL
2020,AL,161.6,10456,/nchs/pressroom/states/alabama/al.htm
2020,AK,143.7,1043,/nchs/pressroom/states/alaska/ak.htm
2020,AZ,127.7,12676,/nchs/pressroom/states/arizona/az.htm
2020,AR,163.8,6496,/nchs/pressroom/states/arkansas/ar.htm
2020,CA,130.3,59778,/nchs/pressroom/states/california/ca.htm
2020,CO,127.2,8252,/nchs/pressroom/states/colorado/co.htm
2020,CT,133.8,6638,/nchs/pressroom/states/connecticut/ct.htm
2020,DE,151.1,2141,/nchs/pressroom/states/delaware/de.htm
2020,FL,136.3,45800,/nchs/pressroom/states/florida/fl.htm
2020,GA,147.6,17827,/nchs/pressroom/states/georgia/ga.htm
2020,HI,123.8,2519,/nchs/pressroom/states/hawaii/hi.htm
2020,ID,136.5,3004,/nchs/pressroom/states/idaho/id.htm
2020,IL,150.9,24015,/nchs/pressroom/states/illinois/il.htm
2020,IN,162.7,13664,/nchs/pressroom/states/indiana/in.htm
2020,IA,147.8,6304,/nchs/pressroom/states/iowa/ia.htm
2020,KS,151.4,5538,/nchs/pressroom/states/kansas/ks.htm
2020,KY,177.3,10181,/nchs/pressroom/states/kentucky/ky.htm
2020,LA,159.9,9195,/nchs/pressroom/states/louisiana/la.htm
2020,ME,161.5,3432,/nchs/pressroom/states/maine/me.htm
2020,MD,142.3,10799,/nchs/pressroom/states/maryland/md.htm
2020,MA,135.2,12376,/nchs/pressroom/states/massachusetts/ma.htm
2020,MI,157.3,21158,/nchs/pressroom/states/michigan/mi.htm
2020,MN,138.7,9944,/nchs/pressroom/states/minnesota/mn.htm
2020,MS,176,6582,/nchs/pressroom/states/mississippi/ms.htm
2020,MO,157.9,12907,/nchs/pressroom/states/missouri/mo.htm
2020,MT,141.5,2138,/nchs/pressroom/states/montana/mt.htm
2020,NE,147.6,3541,/nchs/pressroom/states/nebraska/ne.htm
2020,NV,144.1,5450,/nchs/pressroom/states/nevada/nv.htm
2020,NH,145,2826,/nchs/pressroom/states/newhampshire/nh.htm
2020,NJ,133.4,15576,/nchs/pressroom/states/newjersey/nj.htm
2020,NM,129.8,3649,/nchs/pressroom/states/newmexico/nm.htm
2020,NY,128.8,32955,/nchs/pressroom/states/newyork/ny.htm
2020,NC,148.4,19996,/nchs/pressroom/states/northcarolina/nc.htm
2020,ND,139.5,1308,/nchs/pressroom/states/northdakota/nd.htm
2020,OH,159.1,24863,/nchs/pressroom/states/ohio/oh.htm
2020,OK,171.1,8368,/nchs/pressroom/states/oklahoma/ok.htm
2020,OR,145.8,8283,/nchs/pressroom/states/oregon/or.htm
2020,PA,153.2,27955,/nchs/pressroom/states/pennsylvania/pa.htm
2020,RI,141.6,2076,/nchs/pressroom/states/rhodeisland/ri.htm
2020,SC,153.9,10786,/nchs/pressroom/states/southcarolina/sc.htm
2020,SD,148.1,1730,/nchs/pressroom/states/southdakota/sd.htm
2020,TN,164.4,14436,/nchs/pressroom/states/tennessee/tn.htm
